run_id,suffix,E,G,density,damping_constant,base_radius,specimen_len,n_elements,first_joint_node_full,first_joint_softness,joint_element_idx,load_x,load_y,load_z,load_mag,joint_angle_rad_final,joint_angle_deg_final,tip_disp_x_final,tip_disp_y_final,tip_disp_z_final,tip_disp_mag_final
20260318_173312,default,20000000.0,7142857.142857144,1200.0,0.8,0.005,0.01,40,30,0.001,30,0.0,0.0,-5.0,5.0,0.00030526020315351963,0.017490121294002778,-0.0001042672448392113,0.0,-0.0008579322869020228,0.0008642450273245978
