run_id,suffix,E,G,density,damping_constant,base_radius,specimen_len,n_elements,first_joint_node_full,first_joint_softness,joint_element_idx,load_x,load_y,load_z,load_mag,joint_angle_rad_final,joint_angle_deg_final,tip_disp_x_final,tip_disp_y_final,tip_disp_z_final,tip_disp_mag_final
20260331_153233,default,20000000.0,7142857.142857144,1200.0,0.8,0.005,0.01,40,30,0.01,30,0.0,0.0,-5.0,5.0,0.03123988917658838,1.7899138022749346,-4.989729675640431e-05,0.0,-0.0006840558461902124,0.0006858732688555548
