run_id,suffix,E,G,density,damping_constant,base_radius,specimen_len,n_elements,first_joint_node_full,first_joint_softness,joint_element_idx,load_x,load_y,load_z,load_mag,joint_angle_rad_final,joint_angle_deg_final,tip_disp_x_final,tip_disp_y_final,tip_disp_z_final,tip_disp_mag_final
20260311_000940,default,20000000.0,7142857.142857144,1200.0,0.8,0.005,0.02,16,30,0.001,8,0.0,0.0,-5.0,5.0,0.0020835749045595153,0.11938004833063354,-0.006731857371651058,0.0,-0.008905446352187544,0.011163551334765435
