run_id,suffix,E,G,density,damping_constant,base_radius,specimen_len,n_elements,first_joint_node_full,first_joint_softness,joint_element_idx,load_x,load_y,load_z,load_mag,joint_angle_rad_final,joint_angle_deg_final,tip_disp_x_final,tip_disp_y_final,tip_disp_z_final,tip_disp_mag_final
20260331_153853,default,5670000.0,2025000.0000000002,1200.0,0.8,0.005,0.01,40,30,0.01,30,0.0,0.0,-5.0,5.0,0.09335265333295165,5.348713042326007,-0.000457427928081967,0.0,-0.0020774724470335945,0.0021272357832579614
