frame_idx,time,node_idx,radial_dist,overlap,normal_force,normal_velocity,tangential_speed,friction_force
1,0.03333283116913413,31,0.01470765926558204,0.00029234073441795905,0.5846814688359181,-0.2719270797942879,0.05793924696304654,0.35080888130155086
1,0.03333283116913413,32,0.013621542981085179,0.0013784570189148207,2.7569140378296413,-0.235809852482955,0.025114826030332323,1.6541484226977847
1,0.03333283116913413,33,0.012522758853327778,0.002477241146672221,4.954482293344443,-0.23741786198353368,0.030756884293426375,2.9726893760066653
1,0.03333283116913413,34,0.011400407971289269,0.0035995920287107304,7.199184057421461,-0.23848051307210794,0.033088415390331596,4.3195104344528765
1,0.03333283116913413,35,0.01026604225483431,0.00473395774516569,9.46791549033138,-0.23280756093337673,0.028602509265552037,5.6807492941988285
1,0.03333283116913413,36,0.009109250396572448,0.005890749603427552,11.781499206855104,-0.23763428556877716,0.03180502609151706,7.068899524113062
1,0.03333283116913413,37,0.00792470367992101,0.007075296320078989,14.15059264015798,-0.31516541315338686,0.038220863194449506,8.490355584094788
1,0.03333283116913413,38,0.006706653364711983,0.008293346635288017,16.586693270576035,-0.20029395151106738,0.0011166958987274202,9.952015962345621
1,0.03333283116913413,39,0.005470069884172025,0.009529930115827975,19.05986023165595,-0.2816069383852669,0.007799454486755259,11.43591613899357
1,0.03333283116913413,40,0.004212849444961829,0.01078715055503817,21.57430111007634,-0.3022205596543299,4.229415187369214e-05,12.944580666045804
1,0.03333283116913413,41,0.0029358182524394545,0.012064181747560545,24.12836349512109,-0.2962459747486307,0.02021230270173202,14.477018097072653
1,0.03333283116913413,42,0.0016493574776648007,0.013350642522335199,26.7012850446704,-0.2776893514203641,0.035602730283760285,16.02077102680224
1,0.03333283116913413,43,0.00035473760575706337,0.014645262394242936,29.29052478848587,-0.29221358793065605,0.0537330451187512,17.574314873091524
1,0.03333283116913413,44,0.0009444866421168957,0.014055513357883104,28.111026715766208,0.2848601183208462,0.07146822397895772,16.866616029459724
1,0.03333283116913413,45,0.0022440127267441892,0.01275598727325581,25.51197454651162,0.31301438124479986,0.09692301633905924,15.307184727906971
1,0.03333283116913413,46,0.003542396141250695,0.011457603858749305,22.91520771749861,0.3303767344591801,0.12277579422305969,13.749124630499166
1,0.03333283116913413,47,0.004834725728220454,0.010165274271779545,20.33054854355909,0.2797772596492177,0.15182332183663788,12.198329126135453
1,0.03333283116913413,48,0.0060193563705481165,0.008980643629451883,17.961287258903766,0.2658827564393023,0.13816090508207335,10.77677235534226
1,0.03333283116913413,49,0.007190743813668875,0.007809256186331125,15.618512372662249,0.3323773222847781,0.2019237518569537,9.37110742359735
1,0.03333283116913413,50,0.008335839176070635,0.0066641608239293645,13.32832164785873,0.2789781073836846,0.1921469527460955,7.996992988715237
1,0.03333283116913413,51,0.009442112888111219,0.00555788711188878,11.11577422377756,0.2718845695219647,0.21895439195149252,6.6694645342665355
1,0.03333283116913413,52,0.010535867472378814,0.0044641325276211855,8.92826505524237,0.27527047006543287,0.2513590256500188,5.356959033145422
1,0.03333283116913413,53,0.01160432210061653,0.00339567789938347,6.79135579876694,0.2388343635757818,0.25456677096645475,4.074813479260164
1,0.03333283116913413,54,0.012633723795398039,0.002366276204601961,4.7325524092039215,0.24463346696000512,0.30108558287946924,2.839531445522353
1,0.03333283116913413,55,0.013662012382814857,0.001337987617185142,2.6759752343702843,0.19994186582200452,0.3010036699605946,1.6055851406221706
1,0.03333283116913413,56,0.014676800966553293,0.0003231990334467069,0.6463980668934138,0.2168981864613262,0.37108430311511914,0.3878388401360483
1,0.03333283116913413,76,0.014556778520029671,0.00044322147997032796,0.8864429599406559,-0.291398056615266,0.3113695573209889,0.5318657759643936
1,0.03333283116913413,77,0.013762619472292535,0.0012373805277074643,2.4747610554149286,-0.31645909401940164,0.25258859505336595,1.4848566332489572
1,0.03333283116913413,78,0.01296616962459371,0.0020338303754062897,4.067660750812579,-0.369202099745282,0.22329583762586647,2.4405964504875475
1,0.03333283116913413,79,0.012151846736537485,0.002848153263462515,5.69630652692503,-0.41199831473632426,0.18602883982071208,3.4177839161550176
1,0.03333283116913413,80,0.011141912179918355,0.0038580878200816446,7.716175640163289,-0.39986294412413903,0.14275818043327862,4.629705384097973
2,0.06666566233826826,26,0.014601292840204791,0.0003987071597952082,0.7974143195904164,-0.08753075329958472,0.03601450333929346,0.4784485917542498
2,0.06666566233826826,27,0.01371386258261156,0.0012861374173884395,2.572274834776879,-0.09656157306150742,0.03317556621270905,1.5433649008661272
2,0.06666566233826826,28,0.012757025618469042,0.002242974381530958,4.4859487630619155,-0.10872879339221152,0.0292822022323348,2.6915692578371493
2,0.06666566233826826,29,0.01172180304843615,0.003278196951563849,6.556393903127698,-0.12136314739147125,0.02275289320736899,3.9338363418766185
2,0.06666566233826826,30,0.010598843527221478,0.004401156472778521,8.802312945557041,-0.13368640962081454,0.01160771493069941,5.281387767334224
2,0.06666566233826826,31,0.00937939983623326,0.00562060016376674,11.241200327533479,-0.1502224472847022,0.0016477398113720102,6.744720196520087
2,0.06666566233826826,32,0.00803105642442914,0.00696894357557086,13.93788715114172,-0.16080179641250045,0.013624712192552547,8.362732290685031
2,0.06666566233826826,33,0.006645548569681248,0.008354451430318752,16.708902860637505,-0.17097721047837694,0.025908232004428832,10.025341716382503
2,0.06666566233826826,34,0.005210478263219805,0.009789521736780195,19.57904347356039,-0.18314181631506085,0.04329891276747245,11.747426084136233
2,0.06666566233826826,35,0.0037669598152164294,0.01123304018478357,22.46608036956714,-0.19576724703545714,0.06043442919159875,13.479648221740284
2,0.06666566233826826,36,0.0023029013123057954,0.012697098687694204,25.39419737538841,-0.20616444282095867,0.0788783992139104,15.236518425233044
2,0.06666566233826826,37,0.0008167009316868805,0.014183299068313119,28.366598136626237,-0.21658452315240792,0.10105480810210278,17.019958881975743
2,0.06666566233826826,38,0.0006731007073090475,0.014326899292690952,28.653798585381903,0.22525554346033316,0.12909654196938314,17.19227915122914
2,0.06666566233826826,39,0.0021582330128734548,0.012841766987126545,25.683533974253088,0.23136220314407,0.15732979739831643,15.410120384551853
2,0.06666566233826826,40,0.003622945382938815,0.011377054617061184,22.754109234122367,0.2364424515628032,0.18697729742532174,13.65246554047342
